Patron,Salida_RNA,Salida_Esperada,Correcto
1185,nv,nv,SI
1186,nv,nv,SI
1187,vasc,mel,NO
1188,bcc,nv,NO
1189,bcc,nv,NO
1190,akiec,bkl,NO
1191,akiec,nv,NO
1192,bcc,bcc,SI
1193,akiec,nv,NO
1194,nv,nv,SI
1195,df,nv,NO
1196,nv,nv,SI
1197,akiec,nv,NO
1198,nv,mel,NO
1199,vasc,nv,NO
1200,nv,nv,SI
1201,nv,nv,SI
1202,nv,nv,SI
1203,bkl,akiec,NO
1204,akiec,nv,NO
1205,akiec,bkl,NO
1206,nv,nv,SI
1207,bcc,akiec,NO
1208,akiec,nv,NO
1209,nv,nv,SI
1210,bcc,nv,NO
1211,mel,nv,NO
1212,vasc,nv,NO
1213,akiec,nv,NO
1214,bkl,nv,NO
1215,bcc,nv,NO
1216,vasc,nv,NO
1217,akiec,nv,NO
1218,bcc,nv,NO
1219,bcc,nv,NO
1220,mel,mel,SI
1221,bcc,nv,NO
1222,bcc,nv,NO
1223,mel,mel,SI
1224,bcc,nv,NO
1225,bcc,bcc,SI
1226,vasc,nv,NO
1227,nv,nv,SI
1228,nv,nv,SI
1229,df,nv,NO
1230,nv,nv,SI
1231,bkl,mel,NO
1232,nv,mel,NO
1233,akiec,bcc,NO
1234,vasc,mel,NO
1235,nv,nv,SI
1236,mel,vasc,NO
1237,vasc,nv,NO
1238,bcc,nv,NO
1239,nv,bkl,NO
1240,akiec,nv,NO
1241,nv,nv,SI
1242,nv,nv,SI
1243,nv,nv,SI
1244,df,nv,NO
1245,akiec,nv,NO
1246,bcc,bcc,SI
1247,df,df,SI
1248,nv,bkl,NO
1249,mel,nv,NO
1250,nv,nv,SI
1251,df,akiec,NO
1252,mel,nv,NO
1253,nv,nv,SI
1254,bcc,nv,NO
1255,bcc,nv,NO
1256,mel,mel,SI
1257,nv,nv,SI
1258,akiec,nv,NO
1259,nv,nv,SI
1260,nv,nv,SI
1261,akiec,nv,NO
1262,akiec,vasc,NO
1263,mel,mel,SI
1264,mel,nv,NO
1265,bkl,bcc,NO
1266,mel,mel,SI
1267,nv,nv,SI
1268,df,nv,NO
1269,bcc,vasc,NO
1270,nv,nv,SI
1271,mel,nv,NO
1272,akiec,bkl,NO
1273,akiec,mel,NO
1274,nv,bkl,NO
1275,akiec,bkl,NO
1276,vasc,nv,NO
1277,akiec,akiec,SI
1278,nv,nv,SI
1279,nv,nv,SI
1280,nv,nv,SI
1281,df,df,SI
1282,nv,nv,SI
1283,df,bkl,NO
1284,bcc,nv,NO
1285,bcc,nv,NO
1286,bkl,bkl,SI
1287,akiec,mel,NO
1288,df,nv,NO
1289,mel,bkl,NO
1290,df,bkl,NO
1291,bcc,bcc,SI
1292,akiec,bkl,NO
1293,nv,nv,SI
1294,nv,nv,SI
1295,nv,nv,SI
1296,akiec,nv,NO
1297,bcc,nv,NO
1298,akiec,nv,NO
1299,nv,nv,SI
1300,nv,nv,SI
1301,nv,nv,SI
1302,akiec,bkl,NO
1303,nv,mel,NO
1304,nv,nv,SI
1305,df,nv,NO
1306,nv,nv,SI
1307,nv,nv,SI
1308,nv,nv,SI
1309,mel,mel,SI
1310,nv,nv,SI
1311,nv,nv,SI
1312,mel,bkl,NO
1313,nv,nv,SI
1314,nv,mel,NO
1315,akiec,nv,NO
1316,nv,nv,SI
1317,bcc,nv,NO
1318,bcc,bkl,NO
1319,akiec,mel,NO
1320,nv,nv,SI
1321,bkl,nv,NO
1322,bkl,df,NO
1323,mel,nv,NO
1324,bcc,bcc,SI
1325,mel,bkl,NO
1326,nv,nv,SI
1327,vasc,nv,NO
1328,bkl,bkl,SI
1329,nv,nv,SI
1330,akiec,akiec,SI
1331,mel,nv,NO
1332,bcc,nv,NO
1333,nv,nv,SI
1334,nv,nv,SI
1335,nv,nv,SI
1336,akiec,bkl,NO
1337,nv,nv,SI
1338,df,mel,NO
1339,bcc,nv,NO
1340,df,nv,NO
1341,bcc,nv,NO
1342,bkl,bkl,SI
1343,mel,mel,SI
1344,nv,nv,SI
1345,akiec,df,NO
1346,bkl,mel,NO
1347,nv,nv,SI
1348,nv,nv,SI
1349,nv,nv,SI
1350,nv,nv,SI
1351,bcc,vasc,NO
1352,bcc,bkl,NO
1353,bcc,nv,NO
1354,nv,nv,SI
1355,akiec,akiec,SI
1356,nv,nv,SI
1357,nv,nv,SI
1358,nv,nv,SI
1359,akiec,bcc,NO
1360,akiec,nv,NO
1361,bcc,nv,NO
1362,nv,bcc,NO
1363,akiec,nv,NO
1364,nv,nv,SI
1365,df,bkl,NO
1366,akiec,nv,NO
1367,bcc,nv,NO
1368,bcc,akiec,NO
1369,bkl,nv,NO
1370,vasc,nv,NO
1371,nv,nv,SI
1372,akiec,bkl,NO
1373,bcc,bkl,NO
1374,nv,nv,SI
1375,mel,bkl,NO
1376,bkl,nv,NO
1377,nv,nv,SI
1378,akiec,bcc,NO
1379,mel,nv,NO
1380,akiec,akiec,SI
1381,bkl,nv,NO
1382,akiec,bkl,NO
1383,bcc,bkl,NO
1384,akiec,nv,NO
1385,akiec,nv,NO
1386,mel,mel,SI
1387,bcc,nv,NO
1388,nv,nv,SI
1389,vasc,nv,NO
1390,mel,nv,NO
1391,mel,mel,SI
1392,nv,nv,SI
1393,nv,nv,SI
1394,bkl,nv,NO
1395,nv,nv,SI
1396,nv,nv,SI
1397,nv,nv,SI
1398,akiec,bkl,NO
1399,nv,nv,SI
1400,bkl,nv,NO
1401,mel,nv,NO
1402,akiec,nv,NO
1403,nv,nv,SI
1404,bkl,nv,NO
1405,nv,nv,SI
1406,vasc,nv,NO
1407,akiec,mel,NO
1408,mel,nv,NO
1409,nv,nv,SI
1410,mel,nv,NO
1411,nv,nv,SI
1412,mel,nv,NO
1413,nv,nv,SI
1414,nv,nv,SI
1415,nv,nv,SI
1416,nv,nv,SI
1417,bcc,akiec,NO
1418,df,mel,NO
1419,nv,mel,NO
1420,vasc,nv,NO
1421,nv,nv,SI
1422,mel,nv,NO
1423,nv,nv,SI
1424,nv,nv,SI
1425,akiec,nv,NO
1426,vasc,nv,NO
1427,bcc,nv,NO
1428,bkl,nv,NO
1429,mel,mel,SI
1430,vasc,bkl,NO
1431,df,bkl,NO
1432,nv,nv,SI
1433,nv,nv,SI
1434,akiec,mel,NO
1435,akiec,nv,NO
1436,nv,nv,SI
1437,mel,nv,NO
1438,akiec,nv,NO
1439,nv,nv,SI
1440,bkl,mel,NO
1441,nv,nv,SI
1442,akiec,nv,NO
1443,mel,nv,NO
1444,nv,nv,SI
1445,nv,nv,SI
1446,nv,nv,SI
1447,vasc,nv,NO
1448,akiec,nv,NO
1449,bcc,nv,NO
1450,vasc,mel,NO
1451,nv,nv,SI
1452,mel,nv,NO
1453,nv,nv,SI
1454,akiec,nv,NO
1455,nv,df,NO
1456,bcc,nv,NO
1457,bkl,bkl,SI
1458,akiec,bkl,NO
1459,vasc,nv,NO
1460,bcc,nv,NO
1461,mel,nv,NO
1462,nv,nv,SI
1463,nv,nv,SI
1464,nv,nv,SI
1465,vasc,nv,NO
1466,bcc,nv,NO
1467,bcc,vasc,NO
1468,nv,mel,NO
1469,mel,nv,NO
1470,akiec,mel,NO
1471,akiec,nv,NO
1472,bcc,nv,NO
1473,nv,nv,SI
1474,bkl,mel,NO
1475,bkl,bkl,SI
1476,vasc,mel,NO
1477,bcc,nv,NO
1478,vasc,nv,NO
1479,df,nv,NO
1480,mel,mel,SI
1481,nv,nv,SI
1482,mel,mel,SI
1483,vasc,vasc,SI
1484,akiec,nv,NO
1485,nv,nv,SI
1486,mel,mel,SI
1487,bcc,nv,NO
1488,nv,nv,SI
1489,akiec,bcc,NO
1490,vasc,nv,NO
1491,nv,nv,SI
1492,nv,nv,SI
1493,mel,mel,SI
1494,nv,nv,SI
1495,vasc,nv,NO
1496,vasc,nv,NO
1497,nv,nv,SI
1498,bkl,nv,NO
1499,df,nv,NO
1500,bkl,nv,NO
1501,akiec,akiec,SI
1502,nv,mel,NO
1503,akiec,bcc,NO
1504,nv,nv,SI
1505,mel,mel,SI
1506,mel,bkl,NO
1507,bcc,nv,NO
1508,bcc,bkl,NO
1509,mel,nv,NO
1510,df,bkl,NO
1511,vasc,nv,NO
1512,vasc,nv,NO
1513,nv,nv,SI
1514,bkl,nv,NO
1515,bcc,nv,NO
1516,bcc,akiec,NO
1517,bcc,bkl,NO
1518,bcc,nv,NO
1519,bcc,nv,NO
1520,vasc,bkl,NO
1521,mel,nv,NO
1522,vasc,bkl,NO
1523,nv,nv,SI
1524,nv,nv,SI
1525,mel,nv,NO
1526,bkl,nv,NO
1527,akiec,nv,NO
1528,nv,nv,SI
1529,df,nv,NO
1530,mel,mel,SI
1531,nv,nv,SI
1532,nv,nv,SI
1533,akiec,nv,NO
1534,akiec,akiec,SI
1535,vasc,nv,NO
1536,mel,mel,SI
1537,vasc,nv,NO
1538,akiec,mel,NO
1539,bkl,nv,NO
1540,akiec,nv,NO
1541,nv,nv,SI
1542,mel,mel,SI
1543,mel,mel,SI
1544,nv,nv,SI
1545,bcc,nv,NO
1546,nv,nv,SI
1547,mel,bkl,NO
1548,nv,bcc,NO
1549,nv,nv,SI
1550,nv,nv,SI
1551,nv,nv,SI
1552,nv,nv,SI
1553,nv,nv,SI
1554,mel,nv,NO
1555,mel,nv,NO
1556,mel,bkl,NO
1557,nv,nv,SI
1558,bkl,nv,NO
1559,mel,nv,NO
1560,nv,nv,SI
1561,nv,nv,SI
1562,bcc,nv,NO
1563,mel,mel,SI
1564,df,bcc,NO
1565,vasc,nv,NO
1566,akiec,nv,NO
1567,mel,mel,SI
1568,mel,mel,SI
1569,bcc,nv,NO
1570,bcc,bcc,SI
1571,df,mel,NO
1572,vasc,nv,NO
1573,nv,nv,SI
1574,bcc,nv,NO
1575,nv,nv,SI
1576,bcc,nv,NO
1577,mel,nv,NO
1578,nv,nv,SI
1579,df,mel,NO
1580,nv,nv,SI
1581,bkl,nv,NO
1582,vasc,bkl,NO
1583,nv,nv,SI
1584,vasc,nv,NO
1585,bcc,nv,NO
1586,df,nv,NO
1587,akiec,akiec,SI
1588,akiec,nv,NO
1589,mel,nv,NO
1590,bkl,mel,NO
1591,bcc,nv,NO
1592,bkl,nv,NO
1593,bcc,nv,NO
1594,mel,nv,NO
1595,nv,nv,SI
1596,df,nv,NO
1597,nv,nv,SI
1598,nv,nv,SI
1599,bcc,nv,NO
1600,nv,nv,SI
1601,nv,nv,SI
1602,nv,mel,NO
1603,akiec,vasc,NO
1604,akiec,nv,NO
1605,akiec,mel,NO
1606,akiec,nv,NO
1607,bkl,bkl,SI
1608,mel,nv,NO
1609,vasc,bkl,NO
1610,akiec,bkl,NO
1611,vasc,nv,NO
1612,nv,nv,SI
1613,akiec,nv,NO
1614,akiec,nv,NO
1615,nv,nv,SI
1616,mel,mel,SI
1617,vasc,nv,NO
1618,akiec,nv,NO
1619,bkl,bkl,SI
1620,nv,nv,SI
1621,bcc,nv,NO
1622,mel,nv,NO
1623,akiec,nv,NO
1624,mel,mel,SI
1625,akiec,akiec,SI
1626,bcc,nv,NO
1627,nv,nv,SI
1628,nv,nv,SI
1629,nv,nv,SI
1630,mel,nv,NO
1631,nv,nv,SI
1632,nv,nv,SI
1633,mel,bkl,NO
1634,mel,nv,NO
1635,nv,nv,SI
1636,nv,nv,SI
1637,akiec,bkl,NO
1638,vasc,nv,NO
1639,vasc,nv,NO
1640,nv,nv,SI
1641,nv,nv,SI
1642,nv,nv,SI
1643,nv,nv,SI
1644,bcc,nv,NO
1645,nv,nv,SI
1646,bcc,nv,NO
1647,akiec,bkl,NO
1648,bkl,akiec,NO
1649,nv,nv,SI
1650,bkl,nv,NO
1651,bcc,bcc,SI
1652,vasc,nv,NO
1653,mel,mel,SI
1654,akiec,bkl,NO
1655,akiec,nv,NO
1656,nv,nv,SI
1657,mel,nv,NO
1658,nv,nv,SI
1659,nv,nv,SI
1660,mel,nv,NO
1661,nv,nv,SI
1662,df,mel,NO
1663,nv,mel,NO
1664,nv,nv,SI
1665,nv,nv,SI
1666,akiec,akiec,SI
1667,akiec,nv,NO
1668,nv,nv,SI
1669,nv,bkl,NO
1670,bcc,nv,NO
1671,akiec,akiec,SI
1672,akiec,akiec,SI
1673,akiec,bkl,NO
1674,nv,nv,SI
1675,akiec,bkl,NO
1676,nv,nv,SI
1677,vasc,nv,NO
1678,nv,bkl,NO
1679,akiec,nv,NO
1680,akiec,akiec,SI
1681,akiec,nv,NO
1682,nv,bcc,NO
1683,nv,nv,SI
1684,akiec,bkl,NO
1685,bcc,nv,NO
1686,bkl,nv,NO
1687,nv,nv,SI
1688,akiec,nv,NO
1689,mel,nv,NO
1690,bkl,nv,NO
1691,akiec,nv,NO
1692,df,df,SI
1693,mel,nv,NO
1694,vasc,nv,NO
1695,nv,nv,SI
1696,nv,nv,SI
1697,bcc,df,NO
1698,mel,nv,NO
1699,bcc,mel,NO
1700,nv,nv,SI
1701,mel,nv,NO
1702,nv,nv,SI
1703,mel,nv,NO
1704,vasc,nv,NO
1705,akiec,mel,NO
1706,nv,nv,SI
1707,nv,nv,SI
1708,vasc,mel,NO
1709,nv,nv,SI
1710,bcc,nv,NO
1711,bkl,bkl,SI
1712,nv,mel,NO
1713,akiec,bcc,NO
1714,akiec,bcc,NO
1715,vasc,nv,NO
1716,nv,nv,SI
1717,akiec,nv,NO
1718,akiec,akiec,SI
1719,bcc,nv,NO
1720,nv,mel,NO
1721,nv,vasc,NO
1722,bcc,bcc,SI
1723,nv,nv,SI
1724,nv,nv,SI
1725,akiec,nv,NO
1726,nv,nv,SI
1727,mel,nv,NO
1728,vasc,nv,NO
1729,bcc,nv,NO
1730,akiec,nv,NO
1731,vasc,nv,NO
1732,mel,nv,NO
1733,nv,nv,SI
1734,nv,nv,SI
1735,nv,nv,SI
1736,nv,nv,SI
1737,bcc,nv,NO
1738,bkl,mel,NO
1739,bcc,nv,NO
1740,bkl,mel,NO
1741,nv,nv,SI
1742,akiec,mel,NO
1743,bcc,bcc,SI
1744,akiec,nv,NO
1745,nv,mel,NO
1746,vasc,nv,NO
1747,akiec,bkl,NO
1748,nv,nv,SI
1749,df,df,SI
1750,bkl,bkl,SI
1751,mel,mel,SI
1752,mel,mel,SI
1753,mel,mel,SI
1754,vasc,akiec,NO
1755,bcc,bcc,SI
1756,vasc,mel,NO
1757,akiec,akiec,SI
1758,nv,nv,SI
1759,nv,nv,SI
1760,akiec,mel,NO
1761,bcc,nv,NO
1762,akiec,nv,NO
1763,akiec,vasc,NO
1764,bkl,nv,NO
1765,nv,nv,SI
1766,bkl,mel,NO
1767,bcc,nv,NO
1768,bcc,nv,NO
1769,bkl,nv,NO
1770,nv,nv,SI
1771,mel,mel,SI
1772,df,mel,NO
1773,mel,bkl,NO
1774,akiec,bcc,NO
1775,nv,nv,SI
1776,nv,nv,SI
1777,nv,nv,SI
1778,bcc,nv,NO
1779,mel,nv,NO
1780,nv,nv,SI
1781,nv,nv,SI
1782,bcc,nv,NO
1783,df,nv,NO
1784,mel,nv,NO
1785,akiec,bkl,NO
1786,nv,nv,SI
1787,nv,nv,SI
1788,akiec,mel,NO
1789,nv,nv,SI
1790,mel,nv,NO
1791,akiec,nv,NO
1792,nv,nv,SI
1793,df,nv,NO
1794,mel,mel,SI
1795,akiec,nv,NO
1796,vasc,mel,NO
1797,akiec,bcc,NO
1798,nv,nv,SI
1799,bcc,nv,NO
1800,mel,vasc,NO
1801,vasc,nv,NO
1802,df,bkl,NO
1803,akiec,nv,NO
1804,nv,bcc,NO
1805,nv,nv,SI
1806,mel,nv,NO
1807,bcc,nv,NO
1808,nv,nv,SI
1809,nv,nv,SI
1810,vasc,nv,NO
1811,bkl,bkl,SI
1812,bcc,nv,NO
1813,mel,mel,SI
1814,nv,nv,SI
1815,akiec,df,NO
1816,df,nv,NO
1817,mel,vasc,NO
1818,bcc,bkl,NO
1819,mel,nv,NO
1820,nv,nv,SI
1821,nv,nv,SI
1822,mel,nv,NO
1823,nv,nv,SI
1824,akiec,bkl,NO
1825,nv,mel,NO
1826,bkl,mel,NO
1827,akiec,akiec,SI
1828,nv,nv,SI
1829,bcc,bcc,SI
1830,vasc,nv,NO
1831,mel,bkl,NO
1832,bcc,nv,NO
1833,bcc,nv,NO
1834,bcc,bkl,NO
1835,bcc,bkl,NO
1836,nv,nv,SI
1837,akiec,nv,NO
1838,bcc,bkl,NO
1839,df,bcc,NO
1840,nv,nv,SI
1841,nv,nv,SI
1842,nv,nv,SI
1843,akiec,bkl,NO
1844,nv,nv,SI
1845,bkl,nv,NO
1846,akiec,nv,NO
1847,nv,nv,SI
1848,akiec,bkl,NO
1849,akiec,mel,NO
1850,df,nv,NO
1851,vasc,bkl,NO
1852,bcc,nv,NO
1853,nv,nv,SI
1854,mel,nv,NO
1855,nv,mel,NO
1856,akiec,df,NO
1857,nv,nv,SI
1858,nv,nv,SI
1859,nv,nv,SI
1860,vasc,bcc,NO
1861,vasc,nv,NO
1862,nv,nv,SI
1863,vasc,mel,NO
1864,nv,nv,SI
1865,mel,nv,NO
1866,vasc,nv,NO
1867,nv,bkl,NO
1868,bcc,nv,NO
1869,nv,nv,SI
1870,akiec,bkl,NO
1871,nv,nv,SI
1872,nv,nv,SI
1873,df,nv,NO
1874,akiec,mel,NO
1875,akiec,nv,NO
1876,bcc,bcc,SI
1877,akiec,bkl,NO
1878,akiec,nv,NO
1879,vasc,bcc,NO
1880,mel,nv,NO
1881,mel,nv,NO
1882,mel,nv,NO
1883,nv,mel,NO
1884,mel,nv,NO
1885,nv,nv,SI
1886,bcc,nv,NO
1887,mel,nv,NO
1888,nv,bkl,NO
1889,bcc,nv,NO
1890,bkl,bkl,SI
1891,nv,mel,NO
1892,nv,nv,SI
1893,nv,nv,SI
1894,df,nv,NO
1895,nv,nv,SI
1896,nv,nv,SI
1897,mel,nv,NO
1898,nv,nv,SI
1899,nv,nv,SI
1900,mel,nv,NO
1901,nv,nv,SI
1902,mel,nv,NO
1903,mel,bkl,NO
1904,mel,nv,NO
1905,nv,nv,SI
1906,mel,bcc,NO
1907,df,nv,NO
1908,akiec,nv,NO
1909,mel,mel,SI
1910,nv,nv,SI
1911,akiec,bcc,NO
1912,nv,nv,SI
1913,bkl,nv,NO
1914,bcc,bcc,SI
1915,nv,mel,NO
1916,df,nv,NO
1917,nv,mel,NO
1918,akiec,nv,NO
1919,akiec,nv,NO
1920,mel,mel,SI
1921,akiec,nv,NO
1922,akiec,bkl,NO
1923,mel,nv,NO
1924,nv,nv,SI
1925,nv,nv,SI
1926,vasc,bcc,NO
1927,nv,nv,SI
1928,mel,bcc,NO
1929,mel,mel,SI
1930,akiec,mel,NO
1931,vasc,nv,NO
1932,nv,nv,SI
1933,mel,nv,NO
1934,mel,nv,NO
1935,bkl,mel,NO
1936,akiec,bkl,NO
1937,nv,nv,SI
1938,nv,bkl,NO
1939,akiec,bkl,NO
1940,nv,nv,SI
1941,nv,nv,SI
1942,vasc,mel,NO
1943,nv,nv,SI
1944,nv,nv,SI
1945,akiec,nv,NO
1946,mel,nv,NO
1947,nv,bkl,NO
1948,akiec,bcc,NO
1949,nv,nv,SI
1950,df,nv,NO
1951,akiec,nv,NO
1952,mel,nv,NO
1953,bkl,nv,NO
1954,mel,nv,NO
1955,vasc,nv,NO
1956,akiec,mel,NO
1957,bkl,mel,NO
1958,bcc,mel,NO
1959,bcc,akiec,NO
1960,bcc,bcc,SI
1961,nv,nv,SI
1962,bkl,bkl,SI
1963,nv,nv,SI
1964,bkl,akiec,NO
1965,bkl,nv,NO
1966,bcc,nv,NO
1967,bcc,nv,NO
1968,bcc,bcc,SI
1969,akiec,akiec,SI
1970,bkl,bkl,SI
1971,vasc,mel,NO
1972,bcc,nv,NO
1973,mel,nv,NO
1974,mel,nv,NO
1975,nv,nv,SI
1976,mel,mel,SI
1977,akiec,nv,NO
1978,vasc,nv,NO
1979,akiec,df,NO
1980,nv,nv,SI
1981,nv,vasc,NO
1982,akiec,bkl,NO
1983,nv,nv,SI
1984,mel,mel,SI
1985,nv,nv,SI
1986,nv,nv,SI
1987,bcc,nv,NO
1988,mel,nv,NO
1989,akiec,bcc,NO
1990,bcc,nv,NO
1991,bcc,nv,NO
1992,nv,nv,SI
1993,nv,nv,SI
1994,nv,df,NO
1995,vasc,nv,NO
1996,mel,mel,SI
1997,akiec,bcc,NO
1998,mel,mel,SI
1999,bkl,nv,NO
2000,akiec,bkl,NO
2001,mel,bkl,NO
2002,mel,mel,SI
2003,mel,nv,NO
2004,mel,nv,NO
2005,akiec,bcc,NO
2006,df,nv,NO
2007,df,nv,NO
2008,bcc,nv,NO
2009,vasc,nv,NO
2010,mel,mel,SI
2011,nv,nv,SI
2012,nv,mel,NO
2013,akiec,nv,NO
2014,akiec,nv,NO
2015,mel,nv,NO
2016,mel,nv,NO
2017,bcc,bkl,NO
2018,nv,nv,SI
2019,nv,nv,SI
2020,nv,nv,SI
2021,akiec,nv,NO
2022,bcc,nv,NO
2023,bcc,nv,NO
2024,bcc,nv,NO
2025,nv,nv,SI
2026,nv,nv,SI
2027,nv,vasc,NO
2028,nv,nv,SI
2029,bcc,bkl,NO
2030,nv,nv,SI
2031,nv,nv,SI
2032,nv,nv,SI
2033,bcc,nv,NO
2034,bcc,nv,NO
2035,nv,bcc,NO
2036,bkl,bkl,SI
2037,vasc,nv,NO
2038,bcc,nv,NO
2039,vasc,bcc,NO
2040,nv,nv,SI
2041,nv,nv,SI
2042,bkl,mel,NO
2043,bcc,nv,NO
2044,nv,mel,NO
2045,vasc,bcc,NO
2046,nv,nv,SI
2047,nv,nv,SI
2048,nv,nv,SI
2049,nv,nv,SI
2050,akiec,nv,NO
2051,nv,vasc,NO
2052,mel,nv,NO
2053,mel,nv,NO
2054,df,nv,NO
2055,mel,bkl,NO
2056,akiec,nv,NO
2057,mel,nv,NO
2058,nv,mel,NO
2059,vasc,nv,NO
2060,bkl,bkl,SI
2061,nv,nv,SI
2062,nv,nv,SI
2063,mel,nv,NO
2064,nv,nv,SI
2065,vasc,nv,NO
2066,nv,nv,SI
2067,df,nv,NO
2068,akiec,nv,NO
2069,nv,nv,SI
2070,df,nv,NO
2071,nv,nv,SI
2072,akiec,akiec,SI
2073,akiec,bkl,NO
2074,vasc,nv,NO
2075,df,nv,NO
2076,mel,nv,NO
2077,vasc,mel,NO
2078,mel,nv,NO
2079,mel,nv,NO
2080,akiec,mel,NO
2081,mel,nv,NO
2082,bcc,nv,NO
2083,mel,nv,NO
2084,nv,nv,SI
2085,nv,nv,SI
2086,nv,nv,SI
2087,mel,mel,SI
2088,akiec,nv,NO
2089,nv,nv,SI
2090,bcc,nv,NO
2091,vasc,nv,NO
2092,nv,nv,SI
2093,bcc,bcc,SI
2094,bcc,mel,NO
2095,mel,nv,NO
2096,bcc,nv,NO
2097,bkl,bkl,SI
2098,nv,nv,SI
2099,nv,nv,SI
2100,akiec,akiec,SI
2101,vasc,nv,NO
2102,bcc,nv,NO
2103,mel,bkl,NO
2104,bcc,nv,NO
2105,bkl,bkl,SI
2106,akiec,bcc,NO
2107,nv,mel,NO
2108,mel,vasc,NO
2109,bkl,nv,NO
2110,bkl,bkl,SI
2111,akiec,bkl,NO
2112,nv,nv,SI
2113,nv,bkl,NO
2114,akiec,nv,NO
2115,bcc,mel,NO
2116,nv,nv,SI
2117,mel,vasc,NO
2118,df,akiec,NO
2119,nv,nv,SI
2120,nv,bkl,NO
2121,nv,bkl,NO
2122,nv,nv,SI
2123,nv,nv,SI
2124,nv,bkl,NO
2125,mel,nv,NO
2126,bcc,nv,NO
2127,nv,nv,SI
2128,vasc,nv,NO
2129,nv,nv,SI
2130,akiec,nv,NO
2131,mel,nv,NO
2132,bkl,nv,NO
2133,bkl,bkl,SI
2134,bkl,nv,NO
2135,nv,nv,SI
2136,bcc,nv,NO
2137,vasc,nv,NO
2138,nv,nv,SI
2139,akiec,mel,NO
2140,nv,nv,SI
2141,mel,mel,SI
2142,nv,nv,SI
2143,df,bcc,NO
2144,vasc,mel,NO
2145,nv,nv,SI
2146,bcc,bcc,SI
2147,mel,mel,SI
2148,bcc,vasc,NO
2149,mel,nv,NO
2150,nv,nv,SI
2151,mel,mel,SI
2152,nv,nv,SI
2153,nv,nv,SI
2154,bkl,bcc,NO
2155,bcc,bcc,SI
2156,bcc,nv,NO
2157,akiec,nv,NO
2158,nv,akiec,NO
2159,nv,mel,NO
2160,nv,nv,SI
2161,akiec,nv,NO
2162,nv,nv,SI
2163,mel,nv,NO
2164,akiec,nv,NO
2165,akiec,nv,NO
2166,bkl,nv,NO
2167,bcc,bkl,NO
2168,nv,nv,SI
2169,nv,nv,SI
2170,nv,nv,SI
2171,df,bcc,NO
2172,bcc,nv,NO
2173,bcc,nv,NO
2174,nv,nv,SI
2175,bkl,bkl,SI
2176,mel,nv,NO
2177,akiec,nv,NO
2178,mel,bkl,NO
2179,mel,nv,NO
2180,nv,mel,NO
2181,nv,nv,SI
2182,nv,nv,SI
2183,nv,bcc,NO
2184,bcc,nv,NO
2185,nv,nv,SI
2186,nv,nv,SI
2187,nv,nv,SI
2188,mel,nv,NO
2189,vasc,nv,NO
2190,bcc,bcc,SI
2191,akiec,bcc,NO
2192,nv,nv,SI
2193,vasc,nv,NO
2194,akiec,nv,NO
2195,bcc,nv,NO
2196,akiec,nv,NO
2197,nv,bkl,NO
2198,bcc,nv,NO
2199,mel,mel,SI
2200,nv,nv,SI
2201,nv,nv,SI
2202,bkl,nv,NO
2203,bkl,mel,NO
2204,bcc,nv,NO
2205,bcc,nv,NO
2206,nv,nv,SI
2207,bcc,nv,NO
2208,akiec,akiec,SI
2209,nv,mel,NO
2210,akiec,bkl,NO
2211,mel,nv,NO
2212,nv,nv,SI
2213,nv,nv,SI
2214,mel,nv,NO
2215,mel,bkl,NO
2216,mel,mel,SI
2217,nv,nv,SI
2218,vasc,nv,NO
2219,nv,nv,SI
2220,bkl,nv,NO
2221,bcc,bkl,NO
2222,bcc,df,NO
2223,nv,nv,SI
2224,nv,nv,SI
2225,bcc,bcc,SI
2226,akiec,akiec,SI
2227,bcc,nv,NO
2228,mel,mel,SI
2229,nv,nv,SI
2230,df,nv,NO
2231,nv,nv,SI
2232,akiec,bcc,NO
2233,nv,mel,NO
2234,nv,nv,SI
2235,mel,mel,SI
2236,nv,nv,SI
2237,akiec,bcc,NO
2238,bcc,nv,NO
2239,nv,nv,SI
2240,nv,nv,SI
2241,bcc,nv,NO
2242,bcc,bcc,SI
2243,nv,nv,SI
2244,vasc,nv,NO
2245,bcc,nv,NO
2246,nv,nv,SI
2247,nv,bkl,NO
2248,nv,nv,SI
2249,nv,nv,SI
2250,mel,nv,NO
2251,mel,nv,NO
2252,akiec,bkl,NO
2253,nv,nv,SI
2254,mel,bkl,NO
2255,mel,nv,NO
2256,bkl,nv,NO
2257,mel,nv,NO
2258,nv,nv,SI
2259,nv,nv,SI
2260,df,nv,NO
2261,akiec,nv,NO
2262,bcc,nv,NO
2263,akiec,nv,NO
2264,bcc,nv,NO
2265,nv,nv,SI
2266,mel,nv,NO
2267,bkl,nv,NO
2268,bcc,nv,NO
2269,vasc,nv,NO
2270,vasc,mel,NO
2271,akiec,nv,NO
2272,nv,nv,SI
2273,mel,nv,NO
2274,mel,nv,NO
2275,bcc,bkl,NO
2276,nv,nv,SI
2277,akiec,bkl,NO
2278,nv,nv,SI
2279,nv,mel,NO
2280,bkl,nv,NO
2281,nv,nv,SI
2282,df,nv,NO
2283,bcc,nv,NO
2284,vasc,mel,NO
2285,akiec,nv,NO
2286,bcc,bkl,NO
2287,akiec,mel,NO
2288,mel,nv,NO
2289,akiec,akiec,SI
2290,bkl,nv,NO
2291,akiec,bcc,NO
2292,nv,nv,SI
