Patron,Salida_RNA,Salida_Esperada,Correcto
1206,nv,nv,SI
1207,bkl,akiec,NO
1208,bkl,nv,NO
1209,nv,nv,SI
1210,nv,nv,SI
1211,nv,nv,SI
1212,nv,nv,SI
1213,mel,nv,NO
1214,nv,nv,SI
1215,bkl,nv,NO
1216,nv,nv,SI
1217,nv,nv,SI
1218,nv,nv,SI
1219,nv,nv,SI
1220,nv,mel,NO
1221,nv,nv,SI
1222,akiec,nv,NO
1223,mel,mel,SI
1224,nv,nv,SI
1225,nv,bcc,NO
1226,bkl,nv,NO
1227,nv,nv,SI
1228,nv,nv,SI
1229,nv,nv,SI
1230,nv,nv,SI
1231,nv,mel,NO
1232,mel,mel,SI
1233,bcc,bcc,SI
1234,nv,mel,NO
1235,nv,nv,SI
1236,nv,vasc,NO
1237,mel,nv,NO
1238,nv,nv,SI
1239,nv,bkl,NO
1240,akiec,nv,NO
1241,bkl,nv,NO
1242,nv,nv,SI
1243,nv,nv,SI
1244,mel,nv,NO
1245,nv,nv,SI
1246,nv,bcc,NO
1247,df,df,SI
1248,nv,bkl,NO
1249,nv,nv,SI
1250,nv,nv,SI
1251,nv,akiec,NO
1252,bkl,nv,NO
1253,nv,nv,SI
1254,nv,nv,SI
1255,bkl,nv,NO
1256,nv,mel,NO
1257,nv,nv,SI
1258,akiec,nv,NO
1259,nv,nv,SI
1260,nv,nv,SI
1261,nv,nv,SI
1262,nv,vasc,NO
1263,nv,mel,NO
1264,mel,nv,NO
1265,bkl,bcc,NO
1266,nv,mel,NO
1267,nv,nv,SI
1268,bkl,nv,NO
1269,bcc,vasc,NO
1270,nv,nv,SI
1271,nv,nv,SI
1272,bkl,bkl,SI
1273,mel,mel,SI
1274,bkl,bkl,SI
1275,bkl,bkl,SI
1276,nv,nv,SI
1277,nv,akiec,NO
1278,nv,nv,SI
1279,nv,nv,SI
1280,nv,nv,SI
1281,bkl,df,NO
1282,nv,nv,SI
1283,nv,bkl,NO
1284,nv,nv,SI
1285,nv,nv,SI
1286,nv,bkl,NO
1287,nv,mel,NO
1288,nv,nv,SI
1289,bkl,bkl,SI
1290,nv,bkl,NO
1291,nv,bcc,NO
1292,mel,bkl,NO
1293,nv,nv,SI
1294,nv,nv,SI
1295,nv,nv,SI
1296,nv,nv,SI
1297,nv,nv,SI
1298,nv,nv,SI
1299,nv,nv,SI
1300,nv,nv,SI
1301,nv,nv,SI
1302,mel,bkl,NO
1303,mel,mel,SI
1304,nv,nv,SI
1305,nv,nv,SI
1306,nv,nv,SI
1307,nv,nv,SI
1308,nv,nv,SI
1309,mel,mel,SI
1310,nv,nv,SI
1311,nv,nv,SI
1312,nv,bkl,NO
1313,nv,nv,SI
1314,nv,mel,NO
1315,nv,nv,SI
1316,nv,nv,SI
1317,nv,nv,SI
1318,akiec,bkl,NO
1319,bkl,mel,NO
1320,nv,nv,SI
1321,nv,nv,SI
1322,df,df,SI
1323,bkl,nv,NO
1324,bcc,bcc,SI
1325,mel,bkl,NO
1326,nv,nv,SI
1327,bkl,nv,NO
1328,nv,bkl,NO
1329,nv,nv,SI
1330,bkl,akiec,NO
1331,nv,nv,SI
1332,nv,nv,SI
1333,nv,nv,SI
1334,nv,nv,SI
1335,nv,nv,SI
1336,bkl,bkl,SI
1337,nv,nv,SI
1338,nv,mel,NO
1339,bkl,nv,NO
1340,bcc,nv,NO
1341,nv,nv,SI
1342,nv,bkl,NO
1343,mel,mel,SI
1344,nv,nv,SI
1345,df,df,SI
1346,nv,mel,NO
1347,nv,nv,SI
1348,nv,nv,SI
1349,nv,nv,SI
1350,nv,nv,SI
1351,nv,vasc,NO
1352,bkl,bkl,SI
1353,nv,nv,SI
1354,nv,nv,SI
1355,nv,akiec,NO
1356,mel,nv,NO
1357,nv,nv,SI
1358,nv,nv,SI
1359,akiec,bcc,NO
1360,nv,nv,SI
1361,nv,nv,SI
1362,nv,bcc,NO
1363,nv,nv,SI
1364,bcc,nv,NO
1365,nv,bkl,NO
1366,akiec,nv,NO
1367,nv,nv,SI
1368,akiec,akiec,SI
1369,nv,nv,SI
1370,bkl,nv,NO
1371,nv,nv,SI
1372,nv,bkl,NO
1373,nv,bkl,NO
1374,nv,nv,SI
1375,nv,bkl,NO
1376,bkl,nv,NO
1377,nv,nv,SI
1378,bcc,bcc,SI
1379,mel,nv,NO
1380,nv,akiec,NO
1381,bkl,nv,NO
1382,nv,bkl,NO
1383,df,bkl,NO
1384,nv,nv,SI
1385,nv,nv,SI
1386,nv,mel,NO
1387,bcc,nv,NO
1388,nv,nv,SI
1389,nv,nv,SI
1390,nv,nv,SI
1391,mel,mel,SI
1392,nv,nv,SI
1393,nv,nv,SI
1394,mel,nv,NO
1395,nv,nv,SI
1396,nv,nv,SI
1397,nv,nv,SI
1398,bkl,bkl,SI
1399,nv,nv,SI
1400,nv,nv,SI
1401,nv,nv,SI
1402,nv,nv,SI
1403,nv,nv,SI
1404,nv,nv,SI
1405,nv,nv,SI
1406,nv,nv,SI
1407,nv,mel,NO
1408,nv,nv,SI
1409,nv,nv,SI
1410,nv,nv,SI
1411,nv,nv,SI
1412,bkl,nv,NO
1413,nv,nv,SI
1414,nv,nv,SI
1415,nv,nv,SI
1416,nv,nv,SI
1417,bkl,akiec,NO
1418,mel,mel,SI
1419,mel,mel,SI
1420,nv,nv,SI
1421,nv,nv,SI
1422,nv,nv,SI
1423,nv,nv,SI
1424,nv,nv,SI
1425,nv,nv,SI
1426,nv,nv,SI
1427,bkl,nv,NO
1428,nv,nv,SI
1429,mel,mel,SI
1430,mel,bkl,NO
1431,df,bkl,NO
1432,mel,nv,NO
1433,nv,nv,SI
1434,mel,mel,SI
1435,nv,nv,SI
1436,nv,nv,SI
1437,nv,nv,SI
1438,akiec,nv,NO
1439,nv,nv,SI
1440,nv,mel,NO
1441,nv,nv,SI
1442,mel,nv,NO
1443,nv,nv,SI
1444,nv,nv,SI
1445,nv,nv,SI
1446,nv,nv,SI
1447,nv,nv,SI
1448,nv,nv,SI
1449,nv,nv,SI
1450,nv,mel,NO
1451,nv,nv,SI
1452,nv,nv,SI
1453,nv,nv,SI
1454,nv,nv,SI
1455,nv,df,NO
1456,bcc,nv,NO
1457,bkl,bkl,SI
1458,bcc,bkl,NO
1459,nv,nv,SI
1460,nv,nv,SI
1461,nv,nv,SI
1462,nv,nv,SI
1463,df,nv,NO
1464,nv,nv,SI
1465,nv,nv,SI
1466,nv,nv,SI
1467,nv,vasc,NO
1468,nv,mel,NO
1469,nv,nv,SI
1470,bkl,mel,NO
1471,nv,nv,SI
1472,akiec,nv,NO
1473,nv,nv,SI
1474,mel,mel,SI
1475,bkl,bkl,SI
1476,mel,mel,SI
1477,nv,nv,SI
1478,nv,nv,SI
1479,bcc,nv,NO
1480,bkl,mel,NO
1481,nv,nv,SI
1482,mel,mel,SI
1483,nv,vasc,NO
1484,nv,nv,SI
1485,mel,nv,NO
1486,mel,mel,SI
1487,mel,nv,NO
1488,nv,nv,SI
1489,bkl,bcc,NO
1490,mel,nv,NO
1491,nv,nv,SI
1492,nv,nv,SI
1493,nv,mel,NO
1494,nv,nv,SI
1495,mel,nv,NO
1496,nv,nv,SI
1497,nv,nv,SI
1498,mel,nv,NO
1499,nv,nv,SI
1500,nv,nv,SI
1501,bkl,akiec,NO
1502,nv,mel,NO
1503,bkl,bcc,NO
1504,nv,nv,SI
1505,mel,mel,SI
1506,mel,bkl,NO
1507,nv,nv,SI
1508,nv,bkl,NO
1509,nv,nv,SI
1510,nv,bkl,NO
1511,nv,nv,SI
1512,mel,nv,NO
1513,nv,nv,SI
1514,mel,nv,NO
1515,nv,nv,SI
1516,bkl,akiec,NO
1517,bcc,bkl,NO
1518,bkl,nv,NO
1519,nv,nv,SI
1520,nv,bkl,NO
1521,nv,nv,SI
1522,nv,bkl,NO
1523,nv,nv,SI
1524,nv,nv,SI
1525,nv,nv,SI
1526,nv,nv,SI
1527,nv,nv,SI
1528,nv,nv,SI
1529,nv,nv,SI
1530,mel,mel,SI
1531,bkl,nv,NO
1532,nv,nv,SI
1533,nv,nv,SI
1534,akiec,akiec,SI
1535,mel,nv,NO
1536,vasc,mel,NO
1537,nv,nv,SI
1538,akiec,mel,NO
1539,nv,nv,SI
1540,bcc,nv,NO
1541,nv,nv,SI
1542,mel,mel,SI
1543,nv,mel,NO
1544,nv,nv,SI
1545,akiec,nv,NO
1546,nv,nv,SI
1547,mel,bkl,NO
1548,nv,bcc,NO
1549,bkl,nv,NO
1550,bcc,nv,NO
1551,nv,nv,SI
1552,nv,nv,SI
1553,mel,nv,NO
1554,mel,nv,NO
1555,nv,nv,SI
1556,mel,bkl,NO
1557,nv,nv,SI
1558,mel,nv,NO
1559,mel,nv,NO
1560,nv,nv,SI
1561,nv,nv,SI
1562,bcc,nv,NO
1563,nv,mel,NO
1564,nv,bcc,NO
1565,nv,nv,SI
1566,nv,nv,SI
1567,mel,mel,SI
1568,mel,mel,SI
1569,nv,nv,SI
1570,mel,bcc,NO
1571,nv,mel,NO
1572,mel,nv,NO
1573,nv,nv,SI
1574,nv,nv,SI
1575,nv,nv,SI
1576,bcc,nv,NO
1577,nv,nv,SI
1578,bkl,nv,NO
1579,nv,mel,NO
1580,nv,nv,SI
1581,nv,nv,SI
1582,nv,bkl,NO
1583,nv,nv,SI
1584,nv,nv,SI
1585,nv,nv,SI
1586,nv,nv,SI
1587,bcc,akiec,NO
1588,akiec,nv,NO
1589,nv,nv,SI
1590,nv,mel,NO
1591,nv,nv,SI
1592,nv,nv,SI
1593,nv,nv,SI
1594,nv,nv,SI
1595,nv,nv,SI
1596,nv,nv,SI
1597,mel,nv,NO
1598,nv,nv,SI
1599,nv,nv,SI
1600,nv,nv,SI
1601,nv,nv,SI
1602,nv,mel,NO
1603,nv,vasc,NO
1604,bkl,nv,NO
1605,mel,mel,SI
1606,nv,nv,SI
1607,nv,bkl,NO
1608,nv,nv,SI
1609,nv,bkl,NO
1610,bkl,bkl,SI
1611,nv,nv,SI
1612,nv,nv,SI
1613,mel,nv,NO
1614,nv,nv,SI
1615,nv,nv,SI
1616,nv,mel,NO
1617,nv,nv,SI
1618,vasc,nv,NO
1619,bkl,bkl,SI
1620,nv,nv,SI
1621,bcc,nv,NO
1622,nv,nv,SI
1623,nv,nv,SI
1624,nv,mel,NO
1625,mel,akiec,NO
1626,nv,nv,SI
1627,nv,nv,SI
1628,nv,nv,SI
1629,nv,nv,SI
1630,mel,nv,NO
1631,nv,nv,SI
1632,nv,nv,SI
1633,nv,bkl,NO
1634,nv,nv,SI
1635,nv,nv,SI
1636,mel,nv,NO
1637,bkl,bkl,SI
1638,nv,nv,SI
1639,nv,nv,SI
1640,nv,nv,SI
1641,nv,nv,SI
1642,nv,nv,SI
1643,nv,nv,SI
1644,nv,nv,SI
1645,nv,nv,SI
1646,bcc,nv,NO
1647,akiec,bkl,NO
1648,mel,akiec,NO
1649,nv,nv,SI
1650,nv,nv,SI
1651,bcc,bcc,SI
1652,nv,nv,SI
1653,nv,mel,NO
1654,akiec,bkl,NO
1655,nv,nv,SI
1656,nv,nv,SI
1657,nv,nv,SI
1658,nv,nv,SI
1659,nv,nv,SI
1660,nv,nv,SI
1661,mel,nv,NO
1662,mel,mel,SI
1663,nv,mel,NO
1664,nv,nv,SI
1665,nv,nv,SI
1666,nv,akiec,NO
1667,bkl,nv,NO
1668,nv,nv,SI
1669,nv,bkl,NO
1670,mel,nv,NO
1671,nv,akiec,NO
1672,bcc,akiec,NO
1673,bkl,bkl,SI
1674,nv,nv,SI
1675,akiec,bkl,NO
1676,bkl,nv,NO
1677,mel,nv,NO
1678,bkl,bkl,SI
1679,nv,nv,SI
1680,bkl,akiec,NO
1681,nv,nv,SI
1682,bcc,bcc,SI
1683,nv,nv,SI
1684,mel,bkl,NO
1685,bkl,nv,NO
1686,nv,nv,SI
1687,nv,nv,SI
1688,nv,nv,SI
1689,nv,nv,SI
1690,nv,nv,SI
1691,akiec,nv,NO
1692,nv,df,NO
1693,nv,nv,SI
1694,nv,nv,SI
1695,nv,nv,SI
1696,nv,nv,SI
1697,bcc,df,NO
1698,nv,nv,SI
1699,df,mel,NO
1700,nv,nv,SI
1701,nv,nv,SI
1702,nv,nv,SI
1703,nv,nv,SI
1704,nv,nv,SI
1705,bkl,mel,NO
1706,nv,nv,SI
1707,nv,nv,SI
1708,nv,mel,NO
1709,nv,nv,SI
1710,bcc,nv,NO
1711,bkl,bkl,SI
1712,nv,mel,NO
1713,nv,bcc,NO
1714,bcc,bcc,SI
1715,nv,nv,SI
1716,nv,nv,SI
1717,bkl,nv,NO
1718,nv,akiec,NO
1719,nv,nv,SI
1720,nv,mel,NO
1721,nv,vasc,NO
1722,bcc,bcc,SI
1723,nv,nv,SI
1724,nv,nv,SI
1725,nv,nv,SI
1726,nv,nv,SI
1727,nv,nv,SI
1728,nv,nv,SI
1729,bcc,nv,NO
1730,nv,nv,SI
1731,nv,nv,SI
1732,nv,nv,SI
1733,nv,nv,SI
1734,nv,nv,SI
1735,nv,nv,SI
1736,nv,nv,SI
1737,nv,nv,SI
1738,nv,mel,NO
1739,nv,nv,SI
1740,bkl,mel,NO
1741,nv,nv,SI
1742,df,mel,NO
1743,df,bcc,NO
1744,bkl,nv,NO
1745,nv,mel,NO
1746,nv,nv,SI
1747,bcc,bkl,NO
1748,nv,nv,SI
1749,nv,df,NO
1750,bkl,bkl,SI
1751,nv,mel,NO
1752,nv,mel,NO
1753,nv,mel,NO
1754,nv,akiec,NO
1755,nv,bcc,NO
1756,nv,mel,NO
1757,bkl,akiec,NO
1758,bcc,nv,NO
1759,nv,nv,SI
1760,bkl,mel,NO
1761,nv,nv,SI
1762,bkl,nv,NO
1763,nv,vasc,NO
1764,nv,nv,SI
1765,nv,nv,SI
1766,nv,mel,NO
1767,nv,nv,SI
1768,nv,nv,SI
1769,nv,nv,SI
1770,nv,nv,SI
1771,nv,mel,NO
1772,df,mel,NO
1773,bkl,bkl,SI
1774,bkl,bcc,NO
1775,nv,nv,SI
1776,nv,nv,SI
1777,nv,nv,SI
1778,nv,nv,SI
1779,nv,nv,SI
1780,nv,nv,SI
1781,nv,nv,SI
1782,nv,nv,SI
1783,nv,nv,SI
1784,nv,nv,SI
1785,bkl,bkl,SI
1786,nv,nv,SI
1787,nv,nv,SI
1788,bkl,mel,NO
1789,nv,nv,SI
1790,nv,nv,SI
1791,nv,nv,SI
1792,nv,nv,SI
1793,nv,nv,SI
1794,nv,mel,NO
1795,nv,nv,SI
1796,nv,mel,NO
1797,mel,bcc,NO
1798,nv,nv,SI
1799,bcc,nv,NO
1800,vasc,vasc,SI
1801,mel,nv,NO
1802,bkl,bkl,SI
1803,nv,nv,SI
1804,nv,bcc,NO
1805,nv,nv,SI
1806,df,nv,NO
1807,bcc,nv,NO
1808,nv,nv,SI
1809,nv,nv,SI
1810,nv,nv,SI
1811,bkl,bkl,SI
1812,nv,nv,SI
1813,mel,mel,SI
1814,nv,nv,SI
1815,nv,df,NO
1816,nv,nv,SI
1817,nv,vasc,NO
1818,bcc,bkl,NO
1819,nv,nv,SI
1820,nv,nv,SI
1821,nv,nv,SI
1822,mel,nv,NO
1823,nv,nv,SI
1824,bkl,bkl,SI
1825,nv,mel,NO
1826,mel,mel,SI
1827,akiec,akiec,SI
1828,nv,nv,SI
1829,bcc,bcc,SI
1830,nv,nv,SI
1831,bkl,bkl,SI
1832,mel,nv,NO
1833,nv,nv,SI
1834,nv,bkl,NO
1835,bkl,bkl,SI
1836,nv,nv,SI
1837,nv,nv,SI
1838,nv,bkl,NO
1839,nv,bcc,NO
1840,nv,nv,SI
1841,nv,nv,SI
1842,nv,nv,SI
1843,bkl,bkl,SI
1844,nv,nv,SI
1845,mel,nv,NO
1846,nv,nv,SI
1847,nv,nv,SI
1848,nv,bkl,NO
1849,mel,mel,SI
1850,nv,nv,SI
1851,bkl,bkl,SI
1852,nv,nv,SI
1853,mel,nv,NO
1854,nv,nv,SI
1855,mel,mel,SI
1856,bcc,df,NO
1857,nv,nv,SI
1858,nv,nv,SI
1859,nv,nv,SI
1860,nv,bcc,NO
1861,nv,nv,SI
1862,nv,nv,SI
1863,nv,mel,NO
1864,nv,nv,SI
1865,nv,nv,SI
1866,nv,nv,SI
1867,nv,bkl,NO
1868,nv,nv,SI
1869,nv,nv,SI
1870,nv,bkl,NO
1871,nv,nv,SI
1872,nv,nv,SI
1873,nv,nv,SI
1874,nv,mel,NO
1875,mel,nv,NO
1876,mel,bcc,NO
1877,nv,bkl,NO
1878,bkl,nv,NO
1879,nv,bcc,NO
1880,nv,nv,SI
1881,nv,nv,SI
1882,nv,nv,SI
1883,nv,mel,NO
1884,nv,nv,SI
1885,nv,nv,SI
1886,nv,nv,SI
1887,mel,nv,NO
1888,nv,bkl,NO
1889,nv,nv,SI
1890,bkl,bkl,SI
1891,mel,mel,SI
1892,bcc,nv,NO
1893,nv,nv,SI
1894,bcc,nv,NO
1895,nv,nv,SI
1896,nv,nv,SI
1897,nv,nv,SI
1898,nv,nv,SI
1899,nv,nv,SI
1900,nv,nv,SI
1901,nv,nv,SI
1902,nv,nv,SI
1903,mel,bkl,NO
1904,mel,nv,NO
1905,mel,nv,NO
1906,bkl,bcc,NO
1907,nv,nv,SI
1908,nv,nv,SI
1909,nv,mel,NO
1910,nv,nv,SI
1911,vasc,bcc,NO
1912,nv,nv,SI
1913,nv,nv,SI
1914,nv,bcc,NO
1915,nv,mel,NO
1916,nv,nv,SI
1917,nv,mel,NO
1918,nv,nv,SI
1919,mel,nv,NO
1920,nv,mel,NO
1921,nv,nv,SI
1922,bkl,bkl,SI
1923,mel,nv,NO
1924,nv,nv,SI
1925,nv,nv,SI
1926,bcc,bcc,SI
1927,nv,nv,SI
1928,mel,bcc,NO
1929,nv,mel,NO
1930,nv,mel,NO
1931,nv,nv,SI
1932,nv,nv,SI
1933,nv,nv,SI
1934,bkl,nv,NO
1935,mel,mel,SI
1936,mel,bkl,NO
1937,nv,nv,SI
1938,nv,bkl,NO
1939,nv,bkl,NO
1940,mel,nv,NO
1941,nv,nv,SI
1942,nv,mel,NO
1943,nv,nv,SI
1944,nv,nv,SI
1945,nv,nv,SI
1946,nv,nv,SI
1947,nv,bkl,NO
1948,bkl,bcc,NO
1949,nv,nv,SI
1950,nv,nv,SI
1951,nv,nv,SI
1952,nv,nv,SI
1953,nv,nv,SI
1954,nv,nv,SI
1955,nv,nv,SI
1956,nv,mel,NO
1957,mel,mel,SI
1958,bkl,mel,NO
1959,bkl,akiec,NO
1960,nv,bcc,NO
1961,nv,nv,SI
1962,nv,bkl,NO
1963,nv,nv,SI
1964,bkl,akiec,NO
1965,nv,nv,SI
1966,bcc,nv,NO
1967,nv,nv,SI
1968,bcc,bcc,SI
1969,akiec,akiec,SI
1970,bkl,bkl,SI
1971,nv,mel,NO
1972,bkl,nv,NO
1973,nv,nv,SI
1974,nv,nv,SI
1975,nv,nv,SI
1976,nv,mel,NO
1977,mel,nv,NO
1978,nv,nv,SI
1979,bkl,df,NO
1980,nv,nv,SI
1981,bcc,vasc,NO
1982,bkl,bkl,SI
1983,nv,nv,SI
1984,nv,mel,NO
1985,nv,nv,SI
1986,mel,nv,NO
1987,nv,nv,SI
1988,nv,nv,SI
1989,bcc,bcc,SI
1990,nv,nv,SI
1991,nv,nv,SI
1992,nv,nv,SI
1993,nv,nv,SI
1994,nv,df,NO
1995,mel,nv,NO
1996,nv,mel,NO
1997,nv,bcc,NO
1998,mel,mel,SI
1999,nv,nv,SI
2000,bkl,bkl,SI
2001,bcc,bkl,NO
2002,nv,mel,NO
2003,nv,nv,SI
2004,bkl,nv,NO
2005,bcc,bcc,SI
2006,nv,nv,SI
2007,nv,nv,SI
2008,nv,nv,SI
2009,nv,nv,SI
2010,bcc,mel,NO
2011,nv,nv,SI
2012,nv,mel,NO
2013,nv,nv,SI
2014,nv,nv,SI
2015,nv,nv,SI
2016,nv,nv,SI
2017,nv,bkl,NO
2018,nv,nv,SI
2019,nv,nv,SI
2020,nv,nv,SI
2021,nv,nv,SI
2022,nv,nv,SI
2023,nv,nv,SI
2024,nv,nv,SI
2025,nv,nv,SI
2026,nv,nv,SI
2027,nv,vasc,NO
2028,nv,nv,SI
2029,nv,bkl,NO
2030,nv,nv,SI
2031,nv,nv,SI
2032,nv,nv,SI
2033,nv,nv,SI
2034,nv,nv,SI
2035,nv,bcc,NO
2036,bkl,bkl,SI
2037,nv,nv,SI
2038,nv,nv,SI
2039,nv,bcc,NO
2040,nv,nv,SI
2041,nv,nv,SI
2042,nv,mel,NO
2043,nv,nv,SI
2044,nv,mel,NO
2045,vasc,bcc,NO
2046,nv,nv,SI
2047,nv,nv,SI
2048,nv,nv,SI
2049,nv,nv,SI
2050,nv,nv,SI
2051,nv,vasc,NO
2052,mel,nv,NO
2053,nv,nv,SI
2054,bcc,nv,NO
2055,nv,bkl,NO
2056,akiec,nv,NO
2057,nv,nv,SI
2058,mel,mel,SI
2059,nv,nv,SI
2060,nv,bkl,NO
2061,nv,nv,SI
2062,nv,nv,SI
2063,nv,nv,SI
2064,nv,nv,SI
2065,nv,nv,SI
2066,nv,nv,SI
2067,nv,nv,SI
2068,bkl,nv,NO
2069,nv,nv,SI
2070,nv,nv,SI
2071,nv,nv,SI
2072,bkl,akiec,NO
2073,akiec,bkl,NO
2074,nv,nv,SI
2075,nv,nv,SI
2076,nv,nv,SI
2077,nv,mel,NO
2078,nv,nv,SI
2079,mel,nv,NO
2080,nv,mel,NO
2081,mel,nv,NO
2082,nv,nv,SI
2083,nv,nv,SI
2084,mel,nv,NO
2085,nv,nv,SI
2086,nv,nv,SI
2087,mel,mel,SI
2088,mel,nv,NO
2089,nv,nv,SI
2090,bcc,nv,NO
2091,bkl,nv,NO
2092,nv,nv,SI
2093,nv,bcc,NO
2094,bkl,mel,NO
2095,nv,nv,SI
2096,nv,nv,SI
2097,nv,bkl,NO
2098,nv,nv,SI
2099,nv,nv,SI
2100,nv,akiec,NO
2101,nv,nv,SI
2102,nv,nv,SI
2103,nv,bkl,NO
2104,nv,nv,SI
2105,akiec,bkl,NO
2106,akiec,bcc,NO
2107,nv,mel,NO
2108,nv,vasc,NO
2109,nv,nv,SI
2110,bkl,bkl,SI
2111,nv,bkl,NO
2112,nv,nv,SI
2113,nv,bkl,NO
2114,nv,nv,SI
2115,bkl,mel,NO
2116,nv,nv,SI
2117,bkl,vasc,NO
2118,nv,akiec,NO
2119,nv,nv,SI
2120,bkl,bkl,SI
2121,nv,bkl,NO
2122,nv,nv,SI
2123,nv,nv,SI
2124,mel,bkl,NO
2125,mel,nv,NO
2126,nv,nv,SI
2127,mel,nv,NO
2128,nv,nv,SI
2129,nv,nv,SI
2130,bcc,nv,NO
2131,nv,nv,SI
2132,mel,nv,NO
2133,nv,bkl,NO
2134,nv,nv,SI
2135,mel,nv,NO
2136,nv,nv,SI
2137,nv,nv,SI
2138,nv,nv,SI
2139,nv,mel,NO
2140,nv,nv,SI
2141,nv,mel,NO
2142,nv,nv,SI
2143,nv,bcc,NO
2144,nv,mel,NO
2145,nv,nv,SI
2146,bcc,bcc,SI
2147,nv,mel,NO
2148,nv,vasc,NO
2149,nv,nv,SI
2150,nv,nv,SI
2151,nv,mel,NO
2152,nv,nv,SI
2153,nv,nv,SI
2154,bkl,bcc,NO
2155,bcc,bcc,SI
2156,bcc,nv,NO
2157,nv,nv,SI
2158,nv,akiec,NO
2159,vasc,mel,NO
2160,nv,nv,SI
2161,nv,nv,SI
2162,nv,nv,SI
2163,nv,nv,SI
2164,bcc,nv,NO
2165,bcc,nv,NO
2166,nv,nv,SI
2167,bcc,bkl,NO
2168,nv,nv,SI
2169,nv,nv,SI
2170,nv,nv,SI
2171,bcc,bcc,SI
2172,bkl,nv,NO
2173,nv,nv,SI
2174,nv,nv,SI
2175,bkl,bkl,SI
2176,nv,nv,SI
2177,nv,nv,SI
2178,mel,bkl,NO
2179,nv,nv,SI
2180,nv,mel,NO
2181,bkl,nv,NO
2182,nv,nv,SI
2183,mel,bcc,NO
2184,nv,nv,SI
2185,nv,nv,SI
2186,nv,nv,SI
2187,nv,nv,SI
2188,nv,nv,SI
2189,nv,nv,SI
2190,bcc,bcc,SI
2191,akiec,bcc,NO
2192,nv,nv,SI
2193,nv,nv,SI
2194,nv,nv,SI
2195,nv,nv,SI
2196,mel,nv,NO
2197,nv,bkl,NO
2198,nv,nv,SI
2199,mel,mel,SI
2200,nv,nv,SI
2201,bkl,nv,NO
2202,nv,nv,SI
2203,bkl,mel,NO
2204,nv,nv,SI
2205,bcc,nv,NO
2206,nv,nv,SI
2207,nv,nv,SI
2208,bkl,akiec,NO
2209,mel,mel,SI
2210,bkl,bkl,SI
2211,nv,nv,SI
2212,nv,nv,SI
2213,nv,nv,SI
2214,nv,nv,SI
2215,nv,bkl,NO
2216,nv,mel,NO
2217,nv,nv,SI
2218,nv,nv,SI
2219,mel,nv,NO
2220,nv,nv,SI
2221,nv,bkl,NO
2222,nv,df,NO
2223,nv,nv,SI
2224,nv,nv,SI
2225,bkl,bcc,NO
2226,mel,akiec,NO
2227,vasc,nv,NO
2228,nv,mel,NO
2229,nv,nv,SI
2230,df,nv,NO
2231,nv,nv,SI
2232,bkl,bcc,NO
2233,nv,mel,NO
2234,nv,nv,SI
2235,nv,mel,NO
2236,nv,nv,SI
2237,nv,bcc,NO
2238,vasc,nv,NO
2239,nv,nv,SI
2240,nv,nv,SI
2241,nv,nv,SI
2242,nv,bcc,NO
2243,nv,nv,SI
2244,nv,nv,SI
2245,nv,nv,SI
2246,nv,nv,SI
2247,nv,bkl,NO
2248,nv,nv,SI
2249,nv,nv,SI
2250,nv,nv,SI
2251,nv,nv,SI
2252,bkl,bkl,SI
2253,nv,nv,SI
2254,nv,bkl,NO
2255,mel,nv,NO
2256,nv,nv,SI
2257,nv,nv,SI
2258,bkl,nv,NO
2259,nv,nv,SI
2260,nv,nv,SI
2261,vasc,nv,NO
2262,nv,nv,SI
2263,bkl,nv,NO
2264,nv,nv,SI
2265,nv,nv,SI
2266,mel,nv,NO
2267,nv,nv,SI
2268,bkl,nv,NO
2269,nv,nv,SI
2270,bkl,mel,NO
2271,nv,nv,SI
2272,nv,nv,SI
2273,mel,nv,NO
2274,nv,nv,SI
2275,nv,bkl,NO
2276,nv,nv,SI
2277,nv,bkl,NO
2278,nv,nv,SI
2279,nv,mel,NO
2280,bkl,nv,NO
2281,nv,nv,SI
2282,nv,nv,SI
2283,nv,nv,SI
2284,mel,mel,SI
2285,nv,nv,SI
2286,nv,bkl,NO
2287,bkl,mel,NO
2288,nv,nv,SI
2289,akiec,akiec,SI
2290,nv,nv,SI
2291,bcc,bcc,SI
2292,nv,nv,SI
2293,nv,nv,SI
2294,nv,nv,SI
2295,vasc,nv,NO
2296,nv,nv,SI
2297,nv,nv,SI
2298,akiec,mel,NO
2299,mel,bkl,NO
2300,bkl,mel,NO
2301,nv,mel,NO
2302,mel,nv,NO
2303,nv,nv,SI
2304,nv,nv,SI
2305,nv,nv,SI
2306,bkl,df,NO
2307,akiec,akiec,SI
2308,nv,nv,SI
2309,nv,bkl,NO
2310,nv,nv,SI
2311,bcc,bcc,SI
2312,mel,nv,NO
2313,nv,nv,SI
2314,nv,nv,SI
2315,bcc,bkl,NO
2316,nv,nv,SI
2317,nv,nv,SI
2318,mel,nv,NO
2319,bkl,bkl,SI
2320,bkl,akiec,NO
2321,bkl,bkl,SI
2322,nv,nv,SI
2323,bcc,nv,NO
2324,mel,bkl,NO
2325,nv,nv,SI
2326,nv,mel,NO
2327,bcc,nv,NO
2328,nv,nv,SI
2329,nv,nv,SI
2330,bkl,bkl,SI
2331,nv,nv,SI
2332,mel,bkl,NO
2333,nv,vasc,NO
2334,mel,mel,SI
